name,cell_length_a,cell_length_b,cell_length_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption
hMOF-5000861,18.215407,13.897448,13.897441,89.969401,89.977966,90.01814,14.25,12.75,0.880431,4996.1,1831.8,5,24,1,13,0,0,0,0,4,0,0,0.506238
hMOF-4675,10.685924,12.759401,12.759393,89.981504,94.400573,94.367377,8.75,7.25,0.679798,3000.5,2350.2,10,20,0,19,0,0,0,0,4,0,0,0.914284
hMOF-8186,8.497374,11.169417,11.169416,89.988781,89.9949,90.000212,3.25,2.25,0.0827896,0.0,0.0,0,20,0,26,0,0,0,0,8,0,0,0.0
hMOF-1004034,18.878441,14.560438,14.560438,90.000977,59.992421,60.003719,5.75,4.75,0.356652,506.6,764.2,30,100,20,32,0,0,0,0,0,0,6,2.51742
hMOF-5042856,15.99535,9.065218,8.140239,90.002802,89.998714,95.74587,7.25,5.25,0.594396,2256.5,2000.6,12,18,10,8,0,0,0,0,2,0,0,0.878329
hMOF-1822,18.215407,18.215405,11.169409,89.961391,89.978878,90.021279,14.75,13.25,0.857844,5023.9,1994.1,4,28,0,13,4,0,0,0,4,0,0,0.544679
hMOF-35814,16.974897,13.33907,15.455313,93.394339,83.67522,99.482345,13.25,12.25,0.770197,3554.2,2012.3,11,53,19,8,0,0,0,2,0,0,0,0.555619
hMOF-34313,19.288864,10.65455,17.766277,89.994852,89.976791,83.810575,13.75,12.75,0.819323,2871.0,1937.6,13,48,2,8,0,17,0,2,0,0,0,1.74822
hMOF-1002941,6.8179,16.015009,16.015572,60.346181,104.485554,104.487874,4.75,3.75,0.662987,1230.6,1846.9,13,40,0,10,0,0,2,0,0,7,0,5.4015
hMOF-24803,10.908878,9.730217,11.026607,90.00306,84.335404,90.003777,6.75,5.75,0.52228,992.5,1323.9,6,24,2,8,0,10,0,0,2,0,0,3.48321
hMOF-26200,14.853567,8.559649,7.681481,85.08676,84.253558,103.293203,4.75,4.25,0.629678,670.8,866.9,36,34,2,8,0,0,0,0,2,0,0,5.51046
hMOF-2000500,42.795305,42.779661,42.784841,119.9983,90.002005,59.988063,0.0,0.898,0.898254,0.0,0.0,534,471,0,117,0,0,0,0,12,0,0,1.63964
hMOF-7002169,23.096457,18.760492,23.096457,59.999445,89.999736,59.998463,12.25,11.25,0.732958,3103.5,1983.4,110,120,8,32,0,0,0,0,0,0,6,1.53287
hMOF-30276,16.992694,16.992695,15.455313,92.847427,87.142206,90.668223,12.75,11.25,0.792436,4201.4,2044.1,48,74,8,8,0,0,0,2,0,0,0,1.27448
hMOF-5075725,17.666332,10.65455,10.65455,84.484931,89.993725,89.993908,5.25,4.25,0.514604,814.6,1032.3,52,66,12,16,0,0,0,4,0,0,0,4.07522
hMOF-5025939,12.594517,21.295417,12.594509,90.035198,90.021327,90.029502,9.25,7.25,0.749312,3488.6,2326.8,74,63,4,13,0,0,0,0,4,0,0,3.37409
hMOF-6003515,6.8179,11.102183,16.255661,93.854172,103.488922,108.603876,4.75,3.75,0.437801,793.5,924.8,24,35,0,15,0,0,2,0,0,0,0,3.77351
hMOF-24061,10.654551,17.699083,16.776229,89.998433,90.006594,96.115857,5.25,3.25,0.441342,522.8,590.5,124,120,4,16,0,0,0,0,4,0,0,4.01642
hMOF-5025101,13.897449,21.295417,21.295411,89.978356,89.976615,90.031786,9.25,7.75,0.731726,3287.0,2422.3,12,76,16,26,0,20,0,0,8,0,0,1.14974
hMOF-5070741,14.519709,14.519731,12.99646,90.005673,89.99291,96.315501,4.25,3.25,0.310099,583.6,744.9,0,80,8,32,0,0,0,8,0,0,0,0.786951
hMOF-5069732,16.109301,10.489741,14.586319,89.996488,89.999213,84.000327,11.75,10.75,0.733374,3658.7,2063.4,7,37,9,8,0,0,0,2,0,0,0,0.417548
hMOF-5067228,11.792241,10.540539,10.268362,89.996859,89.999626,84.359454,7.25,6.75,0.554724,2119.1,1901.6,5,25,9,8,0,0,0,2,0,0,0,0.401191
hMOF-5020155,11.169417,19.121063,11.169409,92.400842,89.979436,92.469728,6.25,4.75,0.610585,2474.6,2113.0,34,60,0,13,0,0,0,0,4,0,0,3.12208
hMOF-5023834,19.077105,21.295417,19.076919,92.26662,90.076224,87.726672,17.25,16.25,0.874028,4680.6,1515.9,9,59,23,13,0,0,0,0,4,0,0,0.473176
hMOF-22725,6.394989,10.723023,9.798715,89.99677,89.999935,85.482629,4.25,2.25,0.24681,97.2,130.5,26,19,2,8,0,0,0,0,2,0,0,1.34063
hMOF-5037704,14.519709,12.811438,11.892095,80.666371,86.09745,96.136921,10.25,9.25,0.766043,3233.3,2099.2,26,35,2,15,0,0,0,0,2,0,0,1.31028
hMOF-28475,19.288862,14.586319,19.288865,90.009016,96.864237,89.979846,6.75,4.75,0.721996,4285.3,2852.2,56,96,4,40,0,0,0,4,0,0,0,1.63176
hMOF-6002430,6.8179,16.30555,16.417825,95.393303,103.385495,103.45525,8.75,8.25,0.68051,4309.1,2620.8,15,26,0,10,0,1,2,0,0,0,0,1.02025
hMOF-5080424,10.540539,23.532407,9.016244,89.993097,89.994699,83.687085,7.75,6.25,0.654329,2046.8,1804.1,52,44,20,12,0,0,0,2,0,0,0,1.73617
hMOF-5023644,21.295418,19.805405,19.805407,90.015038,90.027474,90.042223,6.25,4.25,0.577595,2170.2,1846.2,132,174,12,69,0,0,0,0,12,0,0,3.68916
hMOF-5047210,15.944493,15.944493,10.065875,98.793649,81.254849,83.475044,11.75,10.25,0.802744,6174.6,2747.6,16,30,2,8,0,0,0,0,2,0,0,0.555071
hMOF-5069544,10.489741,10.489741,9.130313,89.999004,90.002436,84.539174,4.25,2.75,0.342885,134.8,184.4,48,41,2,8,0,0,0,2,0,0,0,3.09273
hMOF-5047872,15.538191,15.944551,14.750779,77.355667,97.572172,65.385416,10.75,9.25,0.770913,4017.9,2286.7,17,50,2,8,9,0,0,0,2,0,0,1.14001
hMOF-20695,14.971496,14.971482,14.048226,90.00758,90.003149,83.615366,6.25,2.75,0.549829,1181.7,1169.4,70,76,26,16,0,0,0,0,4,0,0,5.02606
hMOF-23311,12.837943,17.699105,11.892295,86.106057,85.697121,90.939596,10.25,9.75,0.733638,3470.1,2067.4,11,45,11,8,0,0,0,0,2,0,0,0.725379
hMOF-5032742,29.839131,12.594517,12.594509,90.025818,89.965034,89.963643,9.75,8.25,0.813434,4173.5,2212.1,60,74,2,17,0,0,0,0,4,0,0,1.46712
hMOF-5074099,16.109301,17.000371,14.586319,89.995789,89.998857,79.530416,6.25,3.75,0.661992,3163.3,2403.5,58,72,26,16,0,0,0,4,0,0,0,3.01302
hMOF-5042851,9.065218,15.99535,8.140239,89.998714,89.997198,84.25413,5.75,4.25,0.412989,795.8,906.2,42,33,2,13,0,0,0,0,2,0,0,3.44564
hMOF-3001127,33.428889,33.428139,33.424847,60.004234,60.008465,59.994972,13.25,10.25,0.87696,5927.6,1793.4,192,196,16,64,0,0,0,16,0,0,0,0.361702
hMOF-21176,10.723023,10.723022,16.053802,92.591234,87.394764,84.467387,5.25,4.25,0.341382,415.0,531.6,32,44,8,30,0,0,0,0,4,0,0,1.88849
hMOF-6002250,6.8179,12.200863,10.99241,92.441369,108.764651,107.143441,3.75,3.25,0.197288,188.8,266.2,24,34,0,10,0,0,2,0,0,0,0,1.33095
hMOF-5056388,23.532355,23.532357,22.610064,89.998517,89.997644,82.827896,11.25,9.75,0.87476,4573.1,2352.9,176,212,16,40,0,0,0,0,4,0,0,2.51172
hMOF-5006241,21.395362,16.120484,21.395355,92.880721,89.95606,92.9424,13.75,12.75,0.827272,5143.2,1985.5,92,81,0,24,0,0,0,0,4,0,0,1.04881
hMOF-24852,12.837943,10.654541,11.892095,93.927124,85.689438,89.656434,8.75,7.75,0.821129,1260.2,1976.3,10,36,2,8,0,0,0,0,2,10,0,3.95951
hMOF-5067458,10.540539,14.04422,12.503572,93.83525,93.560877,91.142815,10.25,8.75,0.673512,3632.9,2253.9,11,27,7,8,0,0,0,2,0,0,0,0.300125
hMOF-29327,16.109301,17.699083,14.586319,89.99532,89.999213,83.372248,13.75,12.75,0.847063,5237.3,1953.6,44,50,2,8,0,0,0,2,0,0,0,0.688464
hMOF-12981,18.215405,18.215407,18.215399,90.019833,90.027541,90.02318,6.25,3.75,0.564436,1910.1,1593.6,78,129,0,39,0,0,0,0,12,0,0,2.08198
hMOF-5017783,8.497374,8.497374,18.050591,90.009569,90.002899,90.005237,7.25,6.25,0.660377,2661.8,2529.0,3,18,0,13,3,0,0,0,4,0,0,2.76944
hMOF-1003360,20.016444,14.560438,14.560438,119.999504,89.997013,60.002114,7.75,3.75,0.434575,683.4,1212.2,19,64,0,32,0,0,0,0,0,17,6,2.15644
hMOF-9558,19.077236,14.908178,19.076919,91.159747,90.112677,95.467067,5.75,4.75,0.498815,1016.4,1319.3,33,120,12,39,0,33,0,0,12,0,0,3.1586
hMOF-5045371,10.489716,10.489741,9.730223,89.99892,90.000146,84.534155,4.75,1.75,0.291348,167.2,237.4,36,37,2,17,0,0,0,0,2,0,0,1.89674
hMOF-7003132,31.640172,31.640171,17.052862,70.243933,89.99527,59.987882,16.75,15.25,0.84838,3866.7,1650.8,70,134,4,76,0,0,0,0,0,0,6,1.0071
hMOF-10828,19.077269,12.7594,12.759393,89.970879,92.277162,87.716118,10.75,9.75,0.783227,3640.6,2172.5,40,48,2,13,0,0,0,0,4,0,0,1.45949
hMOF-5003127,12.759401,16.625546,16.625539,90.028532,90.013884,90.022629,3.25,2.25,0.205395,6.3,9.8,48,116,0,52,0,0,0,0,16,0,0,0.576262
hMOF-3001878,26.455835,26.455273,26.451828,60.00517,60.010757,59.993435,21.75,19.25,0.897264,5677.9,1372.2,52,60,8,32,0,0,0,8,0,0,0,0.272711
hMOF-5044394,10.489711,10.489716,9.730223,89.999635,89.995178,84.528072,3.75,2.75,0.144969,54.2,75.7,32,48,2,8,0,0,0,0,2,0,0,0.889843
hMOF-5011144,12.759401,18.101395,12.759393,89.96763,89.979062,90.032629,10.75,9.75,0.781637,4298.7,2349.7,28,30,8,13,0,0,0,0,4,0,0,0.666843
hMOF-5074520,11.02666,17.038272,9.4829,100.012096,78.636107,99.848195,7.75,5.75,0.708842,2758.8,2038.9,42,36,2,8,0,0,0,2,0,0,0,3.41479
hMOF-5025752,21.29542,21.295417,18.10139,89.962939,89.980592,90.026289,7.25,5.25,0.628452,2488.2,2108.1,45,138,24,39,39,0,0,0,12,0,0,4.06322
hMOF-6004213,6.8179,11.102288,19.453114,94.505586,101.709288,108.605689,7.75,7.25,0.688319,2357.8,1879.9,14,25,4,11,0,0,2,0,0,0,0,1.64037
hMOF-14462,19.805407,16.959453,19.805399,89.972778,89.975799,90.021973,9.25,5.25,0.764333,4247.3,2647.4,92,122,0,26,0,0,0,0,8,0,0,2.17861
hMOF-5076768,11.026607,19.18893,9.4829,99.297616,78.636152,95.865399,9.25,7.75,0.710361,3752.9,2476.5,9,24,6,8,7,0,0,2,0,0,0,0.69907
hMOF-19511,17.699083,16.053802,17.699083,87.44059,83.283015,92.569971,6.25,4.25,0.427687,1021.7,1137.1,27,126,12,24,45,0,0,0,6,0,0,3.23018
hMOF-5062252,14.519709,10.723024,9.198806,90.003648,89.995869,95.925993,9.75,8.75,0.746363,3517.8,2326.3,8,16,8,8,0,0,0,2,0,0,0,0.523953
hMOF-21085,10.723023,17.699104,16.776229,90.007465,89.992604,96.120467,13.75,12.75,0.790096,4454.5,2007.7,20,34,2,17,0,0,0,0,2,0,0,0.40063
hMOF-5045472,9.565339,14.853567,14.853576,96.363293,89.998711,89.999413,8.25,6.25,0.681894,1922.2,1750.2,70,66,2,8,0,0,0,0,2,0,0,5.52427
hMOF-17999,16.109301,16.109301,8.140239,90.004566,89.998749,83.461481,2.75,1.75,0.0239101,0.0,0.0,24,96,8,32,8,0,0,0,8,0,0,0.0
hMOF-5039586,10.723023,13.101039,10.723024,86.604576,84.467709,93.389222,10.25,9.25,0.730486,3403.3,2447.3,8,16,2,8,0,0,0,0,2,2,0,0.337822
hMOF-5058789,10.65455,11.792241,9.130313,89.995332,89.999724,84.339173,2.25,1.75,0.00253527,0.0,0.0,8,36,4,16,0,8,0,4,0,0,0,0.0
hMOF-5042527,10.65455,15.99535,9.730223,89.997832,89.999957,83.988653,6.75,5.75,0.559944,2228.8,1894.6,11,35,11,8,0,0,0,0,2,0,0,1.14203
hMOF-6001969,6.8179,11.102188,10.992743,91.885552,108.770538,108.603875,2.25,1.75,0.00148361,0.0,0.0,40,54,0,10,0,0,2,0,0,0,0,0.0
hMOF-5015538,13.897449,12.594516,13.897441,90.028053,90.023394,90.012642,11.75,10.25,0.758554,4000.7,2348.5,14,26,0,17,0,0,0,0,4,0,0,0.701826
hMOF-5008920,16.625547,16.120484,16.625539,92.868615,89.975178,92.925712,8.25,6.25,0.797103,5294.1,3005.7,4,48,0,26,0,0,0,0,8,0,0,0.654873
hMOF-5015853,16.12053,12.594516,16.120297,87.122232,89.87186,87.111852,14.75,13.25,0.843765,4911.8,2083.5,16,29,0,13,0,0,0,0,4,0,0,0.97383
hMOF-7758,12.827893,13.032721,12.827885,97.149035,89.980728,97.204267,8.25,6.75,0.670479,2669.3,2112.8,40,32,0,20,0,0,0,0,4,0,0,1.89543
hMOF-5070355,10.654541,10.489741,9.130307,89.996969,89.999822,84.511551,5.75,4.75,0.521489,637.9,982.0,12,38,2,8,10,0,0,2,0,0,0,3.56498
hMOF-18654,9.065218,16.776229,9.065218,89.998456,94.984115,90.005845,5.25,4.25,0.500588,1532.3,1414.1,20,38,2,8,0,0,0,0,2,0,0,2.02831
hMOF-821,12.759399,17.077404,17.077396,90.021457,89.974693,89.985345,12.25,10.75,0.747481,3565.9,2069.5,54,54,0,21,0,0,0,0,4,0,0,1.8756
hMOF-11552,21.395362,21.395364,21.395355,89.974702,90.019906,89.9558,23.25,21.75,0.900777,4817.6,1281.0,17,60,0,13,19,0,0,0,4,0,0,1.77215
hMOF-1004283,17.052832,23.196402,23.196401,60.008822,102.328588,67.55181,11.25,10.25,0.687223,2950.6,2078.6,88,98,26,32,0,0,0,0,0,0,6,1.28794
hMOF-5055503,14.519709,22.610064,14.519731,89.996905,96.315501,89.997894,11.75,10.25,0.89098,5666.3,1953.2,28,48,4,12,0,0,0,0,2,0,0,0.54055
hMOF-37692,14.853566,15.625429,13.330367,71.918423,89.994651,83.949208,10.75,9.75,0.830093,3596.9,2267.8,26,52,2,19,0,0,0,2,0,0,0,1.74462
hMOF-5014668,12.827893,12.594516,12.827885,89.971946,89.980728,90.016023,9.25,8.25,0.715649,2191.8,2283.1,7,22,0,13,0,0,0,0,4,7,0,1.55699
hMOF-5022466,18.050591,19.120786,18.050582,92.465003,90.020922,92.460873,15.75,14.75,0.865922,5750.7,1935.5,38,52,0,21,0,0,0,0,4,0,0,0.790247
hMOF-36737,14.853569,14.853567,9.198806,89.999639,90.001722,83.635248,2.75,2.25,0.0195295,0.0,0.0,20,76,4,16,0,20,0,4,0,0,0,0.0
hMOF-5044030,14.519709,15.99535,13.596369,89.996243,90.000291,83.58626,12.75,11.25,0.847052,5815.3,2157.8,18,26,8,8,0,0,0,0,2,0,0,0.321781
hMOF-5036967,14.519709,8.559649,7.681481,85.0691,95.739713,76.729405,2.25,1.75,0.00495091,0.0,0.0,9,39,9,24,0,0,0,0,6,0,0,0.0
hMOF-5015770,16.625548,12.594516,16.625539,89.976673,89.979432,90.017121,14.25,13.75,0.846136,4780.0,1928.7,12,29,0,14,0,0,0,0,4,0,0,0.701753
hMOF-1003075,6.8179,11.168129,16.015572,76.766063,104.485554,108.508637,3.25,2.25,0.141866,0.0,0.0,68,53,0,19,0,0,2,0,0,0,0,0.94579
hMOF-23042,10.654539,11.892095,10.654554,86.072507,95.516339,86.06098,6.75,5.75,0.566822,1879.1,1758.2,18,28,2,15,0,0,0,0,2,0,0,1.3768
hMOF-5006059,17.077404,16.120444,17.077396,87.130511,90.019501,92.926816,5.75,4.75,0.46699,1063.8,1226.3,87,108,33,39,0,0,0,0,12,0,0,3.48338
hMOF-5019713,12.759401,19.120786,12.759393,92.476,90.020938,92.46672,9.75,8.25,0.781935,3411.5,2152.5,62,54,0,13,0,0,0,0,4,0,0,2.67188
hMOF-5040953,14.044209,13.101039,14.04422,93.667477,93.188415,86.340786,13.25,12.25,0.836221,5762.3,2185.4,3,20,2,8,3,0,0,0,2,0,0,0.322832
hMOF-5023160,21.295418,11.169416,11.169409,89.968635,89.957636,90.025965,5.75,4.75,0.506995,1185.9,1473.6,6,48,8,26,0,10,0,0,8,0,0,3.84742
hMOF-5005761,13.897449,16.625539,13.897448,89.972451,90.018972,89.980569,4.75,3.75,0.354776,681.7,1000.9,0,80,0,52,0,0,0,0,16,0,0,1.26189
hMOF-5038918,9.065218,14.04422,8.140239,89.995422,89.997198,89.102381,8.75,7.75,0.747375,3976.8,2758.7,2,12,2,8,0,0,0,0,2,0,0,0.387215
hMOF-5083051,27.732048,19.18893,17.666332,90.023234,89.988553,97.106284,9.25,7.75,0.817028,4313.9,2457.1,32,132,24,24,32,0,0,4,0,0,0,1.02048
hMOF-5054180,23.532407,23.532357,8.140239,89.990966,90.002624,82.838485,15.25,14.25,0.856473,3915.1,1836.6,24,56,6,22,0,0,0,0,2,0,0,1.14005
hMOF-3000453,29.917948,29.917021,29.913391,60.005297,60.010472,59.993667,21.75,18.75,0.861578,5222.8,1395.0,144,114,8,56,0,0,0,0,8,0,0,0.4921
hMOF-1003485,21.606444,12.970454,12.970454,89.998717,59.998167,60.001467,8.75,3.25,0.447022,685.1,995.9,18,66,0,32,20,0,0,0,0,0,6,2.71612
hMOF-5059648,16.992694,11.792241,15.455313,92.683265,87.142206,87.430819,12.25,11.25,0.800945,3657.5,2153.6,5,30,6,8,0,11,0,2,0,0,0,0.55213
hMOF-5064159,16.109301,14.586319,16.109301,89.994786,96.538519,90.000787,6.75,3.75,0.710215,3366.4,2437.1,64,84,4,16,0,0,0,4,0,0,0,4.97863
hMOF-5055369,23.532407,23.532355,10.868271,90.001502,89.990218,82.838088,13.25,11.75,0.747764,3547.2,2001.0,68,124,6,16,0,0,0,0,2,0,0,1.69278
hMOF-5058154,10.489716,27.732048,9.565339,90.003958,90.003468,83.585895,8.25,6.25,0.699613,2368.5,1911.0,28,54,4,30,0,0,0,0,2,0,0,0.957171
hMOF-5025826,18.101398,21.295412,18.101395,90.025462,89.971165,89.977775,18.75,17.75,0.869578,5372.9,1753.5,51,44,23,13,0,0,0,0,4,0,0,0.76738
hMOF-19818,10.65455,16.109301,15.186229,90.000638,89.996404,96.026794,5.25,4.25,0.586459,1165.9,1418.0,22,80,4,16,18,0,0,0,4,0,0,5.70557
hMOF-8439,8.497374,19.077105,19.076919,90.076224,92.288646,87.698119,13.75,13.25,0.772868,3855.7,2243.5,6,30,4,13,10,0,0,0,4,0,0,2.60692
hMOF-5025519,21.295419,16.12053,16.120256,90.128265,87.112362,92.90175,8.25,6.75,0.76267,4961.1,2961.2,44,74,8,26,0,0,0,0,8,0,0,0.926082
hMOF-5044304,15.99535,15.99535,15.07222,90.008851,90.001101,96.507625,13.25,12.25,0.795283,5076.6,2270.4,72,56,2,8,0,0,0,0,2,0,0,1.23374
hMOF-5047915,15.944551,15.944545,10.868271,89.992762,90.000173,83.497456,3.25,2.25,0.100698,2.3,3.6,48,120,8,32,0,0,0,0,8,0,0,0.046128
hMOF-1003646,20.016444,14.560438,20.016444,60.000278,90.002955,60.002114,7.75,6.75,0.594522,1729.3,1829.7,23,86,0,32,27,0,0,0,0,0,6,3.17509
hMOF-5009210,12.64533,12.759401,12.759393,89.979062,90.028974,89.980783,3.75,2.75,0.241921,108.2,158.8,28,52,0,26,12,0,0,0,8,0,0,4.31826
hMOF-5031800,29.839134,29.839131,12.759387,89.962744,89.965041,90.034165,10.25,8.75,0.812132,3155.7,2136.0,50,184,8,42,0,30,0,0,8,0,0,1.81375
hMOF-3722,18.215407,19.077068,18.215399,87.731836,90.019833,92.327501,5.25,3.25,0.511869,1077.0,1410.0,32,152,8,52,0,32,0,0,16,0,0,5.08311
hMOF-5061482,16.109301,14.519709,14.586319,89.99526,89.999213,83.570813,6.75,4.25,0.686528,3250.0,2655.5,4,56,4,16,0,12,0,4,0,0,0,1.31129
hMOF-5045950,10.489741,14.04422,13.101018,93.6644,86.605995,88.864026,11.25,10.25,0.756018,4630.4,2436.4,10,22,2,11,0,0,0,0,2,0,0,0.350125
hMOF-5001044,13.897448,19.805407,19.805399,89.980427,89.974981,90.017692,12.75,10.75,0.801815,4683.5,2103.9,44,80,0,13,0,0,0,0,4,0,0,1.01774
hMOF-5015906,16.12053,12.594516,16.120297,92.877768,90.12814,87.111852,9.25,8.25,0.712485,3720.4,2218.5,30,56,0,13,0,0,0,0,4,0,0,1.53229
hMOF-5050008,14.853569,14.853568,13.930277,89.997103,89.997168,96.364624,10.25,9.25,0.820059,3517.6,2038.1,46,61,2,8,0,0,0,0,2,0,0,2.17835
hMOF-5078336,17.038272,19.18893,15.500227,92.813384,86.956295,87.128169,15.25,13.75,0.841388,2382.3,1753.2,11,44,6,8,0,0,0,2,0,17,0,0.533205
hMOF-5052752,19.18893,11.792241,10.868271,89.999844,90.006533,96.330901,9.75,7.75,0.755941,3807.5,2243.5,20,42,6,8,0,0,0,0,2,0,0,0.565507
hMOF-3001276,33.510554,33.509711,33.50647,60.004186,60.008358,59.99476,24.75,24.75,0.933809,5987.1,907.9,72,74,32,32,0,0,0,8,0,0,0,0.382041
hMOF-5045890,10.489741,9.565339,14.04422,90.000736,88.864026,90.0009,3.25,2.25,0.103449,8.6,21.4,16,48,4,16,0,0,0,0,4,12,0,0.0686486
hMOF-5009521,12.645331,12.64533,11.169409,89.965645,89.975751,90.01286,9.25,7.75,0.624636,2422.6,2304.3,17,24,0,13,0,7,0,0,4,0,0,2.77393
hMOF-9409,19.805407,14.908178,19.805399,93.324276,90.019573,93.313831,5.75,4.25,0.523174,1497.5,1614.3,45,132,0,39,0,21,0,0,12,0,0,4.57135
hMOF-5046427,15.944551,19.288865,18.366186,90.011479,90.004555,83.317493,14.25,13.25,0.804231,4854.4,2000.9,11,69,21,8,0,0,0,0,2,0,0,0.553918
hMOF-5079968,11.792241,23.532407,10.268362,89.990068,89.999626,83.521047,9.25,7.75,0.808525,2634.9,2241.9,4,36,4,12,0,0,0,2,0,8,0,0.431774
hMOF-5058104,15.995292,27.732046,26.809956,89.963902,90.005095,96.944703,18.25,16.75,0.773753,3390.9,1536.9,132,218,6,16,0,0,0,0,2,0,0,1.99608
hMOF-5051945,10.723024,19.18893,9.798715,89.991738,89.996609,83.806325,4.25,2.25,0.24312,134.4,182.4,22,48,12,16,0,10,0,0,4,0,0,1.06975
hMOF-20594,10.65455,10.723024,9.730223,89.996766,89.999957,84.4764,8.25,7.25,0.631458,2094.5,2014.8,5,18,2,8,7,0,0,0,2,0,0,1.53786
hMOF-18032,9.065218,16.109301,8.140239,89.99506,89.997198,84.238683,2.25,1.75,0.0271314,0.0,0.0,12,48,6,24,0,0,0,0,6,0,0,0.0
hMOF-5061274,14.519709,9.065218,7.540329,90.001757,89.997345,84.348015,8.75,7.75,0.743892,3642.1,2616.0,0,12,2,8,0,0,0,2,0,0,0,0.332385
hMOF-5050851,17.038278,17.038272,16.098524,92.876406,92.876348,91.111028,16.25,15.25,0.862749,4515.0,1678.5,19,44,2,8,11,0,0,0,2,0,0,0.580088
hMOF-5010513,15.297475,12.64533,15.29672,80.350659,88.382886,80.321044,8.75,6.75,0.685675,3079.4,2271.1,17,53,11,13,0,0,0,0,4,0,0,1.13078
hMOF-5035183,11.792241,11.792241,10.868271,89.99985,89.999893,84.193415,4.75,3.25,0.512857,1106.6,1111.9,0,28,4,16,0,0,0,0,4,0,0,0.735318
hMOF-5023592,19.805407,21.295417,19.805399,89.968796,89.984884,90.027018,7.75,5.75,0.631062,2623.4,1949.8,96,144,36,39,0,0,0,0,12,0,0,2.09728
hMOF-5054938,12.78489,23.532409,11.892095,93.867696,86.513306,77.978059,5.75,4.25,0.493147,659.3,1112.3,28,96,8,24,0,0,0,0,4,20,0,3.01717
hMOF-5041752,10.540539,10.723024,9.798715,90.003391,89.998989,95.50332,6.25,5.25,0.436136,578.6,1280.9,8,18,2,8,0,0,0,0,2,12,0,1.00464
hMOF-870,21.395362,12.7594,21.395355,89.986153,89.95606,90.030564,15.75,14.25,0.838481,4401.5,1833.2,82,76,0,13,0,0,0,0,4,0,0,1.75156
hMOF-12432,14.908571,12.759394,14.908308,86.731597,89.824947,86.711101,4.25,2.75,0.338828,247.1,375.9,14,106,26,26,0,0,0,0,8,0,0,2.55842
hMOF-1767,12.759401,18.215404,12.759393,89.965468,90.017854,89.97435,5.75,4.75,0.520721,1452.0,1512.3,40,64,8,26,0,0,0,0,8,0,0,3.84625
hMOF-5000976,19.805405,19.805407,19.805399,89.980803,90.029301,89.97744,7.75,5.75,0.607678,2424.7,1971.7,39,144,0,39,33,0,0,0,12,0,0,3.82407
hMOF-3002007,21.883469,21.882911,21.879399,60.00654,60.013207,59.992231,15.25,13.25,0.795115,4511.1,2010.9,32,42,8,52,0,0,0,8,0,0,0,0.232461
hMOF-5028353,12.759401,25.639239,12.759393,89.962948,89.981504,90.038847,9.25,7.25,0.790283,3928.2,2416.4,24,52,26,17,0,0,0,0,4,0,0,1.39935
hMOF-5012293,13.033293,18.101396,13.032268,97.146132,90.920818,82.793385,11.25,10.25,0.784191,4486.6,2328.5,20,26,0,22,0,0,0,0,4,0,0,0.826027
hMOF-5078326,17.666332,17.038272,17.038272,91.111556,89.99362,89.996433,6.75,5.25,0.718077,2584.1,2248.7,30,88,12,16,0,26,0,4,0,0,0,3.1114
hMOF-33819,16.992701,12.811415,15.455313,87.254642,87.136501,87.34028,6.25,3.25,0.621149,2440.6,1918.4,44,72,12,16,0,0,0,4,0,0,0,1.9864
hMOF-5061831,16.992694,12.99646,14.519731,89.988498,92.821461,89.999814,5.75,4.75,0.679948,3583.4,2554.8,32,60,8,16,0,0,0,4,0,0,0,2.39488
hMOF-5036723,14.519709,14.519709,16.053802,92.569364,87.419624,83.680145,3.75,2.75,0.180554,51.2,96.3,16,104,16,32,0,0,0,0,8,16,0,0.657632
hMOF-5069610,10.489741,10.489716,7.540329,90.000441,89.99973,84.534155,5.25,4.25,0.378059,673.6,806.3,16,20,6,8,0,0,0,2,0,0,0,0.774862
hMOF-5024461,21.295417,14.908783,14.908308,89.788727,93.260635,93.321081,14.75,13.75,0.85288,4444.1,1824.5,40,50,4,13,0,0,0,0,4,0,0,0.856507
hMOF-5073439,15.944499,10.489741,8.96543,89.999293,89.993602,95.991608,8.25,6.75,0.662982,3129.1,2304.9,18,30,2,8,0,0,0,2,0,0,0,0.832324
hMOF-5051535,19.188933,16.109301,15.186229,90.005167,89.998062,96.696475,5.25,3.75,0.411339,757.0,842.3,18,138,48,24,0,0,0,0,6,0,0,2.21611
hMOF-21589,10.654554,10.908878,9.730223,89.999679,89.999646,72.285768,6.25,4.75,0.528856,1606.6,1681.7,16,22,2,15,0,0,0,0,2,0,0,1.87211
hMOF-5050452,17.038275,13.101018,14.04419,86.339369,87.848219,86.40087,12.75,11.75,0.833349,5148.9,2074.7,22,28,10,8,0,0,0,0,2,0,0,0.489779
hMOF-3191,12.759401,19.077068,12.759393,92.262348,89.979062,92.328499,11.25,10.25,0.794465,3958.2,2107.0,24,30,10,13,0,0,0,0,4,0,0,0.87762
hMOF-5019438,12.594517,18.050589,12.594509,89.966791,89.978673,90.020334,4.75,3.75,0.417144,727.6,844.9,50,68,14,26,0,0,0,0,8,0,0,3.20612
